title;price;discount;developer;publisher;tags;release_date;valoration;reviews;stock;descarga;f2p
One Piece: Burning Blood;5.00€;-90%;Spike Chunsoft Co., Ltd.;BANDAI NAMCO Entertainment;['Un solo jugador', 'Acción'];2 septiembre 2016;9;22;En stock;Descarga digital;False
Elex;4.42€;-85%;Piranha Bytes;THQ Nordic;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];17 octubre 2017;9;110;En stock;Descarga digital;False
Mordheim: City of the Damned;1.00€;-95%;Rogue Factor;Nacon;['Un solo jugador', 'RPG', 'Estrategia', '\nGeForce Now\n'];19 noviembre 2015;7;7;En stock;Descarga digital;False
Serious Sam 3: BFE - Europe;4.03€;-86%;Croteam;Devolver Digital;['Un solo jugador', 'Acción', 'Indies'];22 noviembre 2011;9;7;En stock;Descarga digital;False
Surviving Mars: In-Dome Buildings Pack;2.90€;-42%;Abstraction;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];15 marzo 2021;9;1;En stock;Descarga digital;False
Warhammer: Chaosbane - Slayer Edition;6.37€;-84%;;;['Acción', 'Aventura', 'RPG', 'Un solo jugador'];31 mayo 2019;7;18;En stock;Descarga digital;False
Neighbours back From Hell;3.82€;-75%;Farbworks;HandyGames;['Un solo jugador', 'Aventura', 'Estrategia'];8 octubre 2020;10;3;Fuera de stock;;False
Crown Trick;1.33€;-93%;NEXT Studios;NEXT Studios;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia', '\nGeForce Now\n'];16 octubre 2020;;0;En stock;Descarga digital;False
Total War: Three Kingdoms- The Furious Wild - Europe;7.90€;-58%;Feral Interactive (Linux);Feral Interactive (Linux);['Un solo jugador', 'Acción', 'Estrategia', '\nDLC\n'];3 septiembre 2020;;0;En stock;Descarga digital;False
PGA Tour 2K21 - Europe;3.66€;-94%;HB Studios Multimedia Ltd.;2K;['Un solo jugador', 'Simulación', 'Deporte'];21 agosto 2020;7;4;En stock;Descarga digital;False
XCOM: Chimera Squad - Europe;2.57€;-87%;Firaxis Games;2K;['Un solo jugador', 'Estrategia'];24 abril 2020;7;13;En stock;Descarga digital;False
Moving Out;6.30€;-73%;Devm Games;Team17;['Un solo jugador', 'Acción', 'Indies', 'Simulación', '\nGeForce Now\n'];28 abril 2020;8;6;En stock;Descarga digital;False
Visage;8.86€;-70%;SadSquare Studio;SadSquare Studio;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación'];30 octubre 2020;9;16;Fuera de stock;;False
Florence;1.72€;-69%;Mountains;Annapurna Interactive;['Un solo jugador', 'Aventura', 'Indies'];13 febrero 2020;7;1;En stock;Descarga digital;False
Boneworks;22.86€;-21%;Stress Level Zero;Stress Level Zero;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación'];10 diciembre 2019;10;4;En stock;Descarga digital;False
Snowtopia: Ski Resort Tycoon;6.56€;-69%;TeaForTwo;Maple Whispering Limited;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];14 diciembre 2022;9;2;En stock;Descarga digital;False
Sunset Overdrive;4.90€;-75%;Blind Squirrel Games;Xbox Game Studios;['Un solo jugador', 'Acción', 'Aventura'];16 noviembre 2018;8;10;En stock;Descarga digital;False
Conan Exiles - The Riddle of Steel;3.34€;-52%;Funcom;Funcom;['Un solo jugador', 'Acción', 'Aventura', 'RPG', 'Simulación', 'Estrategia', '\nDLC\n'];9 mayo 2019;;0;En stock;Descarga digital;False
Naruto: Ultimate Ninja Storm Revolution;3.32€;-89%;CyberConnect2 Co. Ltd.;BANDAI NAMCO Entertainment;['Un solo jugador', 'Acción', 'Aventura'];16 septiembre 2014;9;20;En stock;Descarga digital;False
Alan Wake Collector's Edition - Europe;3.27€;-81%;Remedy Entertainment;Remedy Entertainment;['Un solo jugador', 'Acción', 'Aventura'];16 febrero 2012;10;83;En stock;Descarga digital;False
RAD;1.00€;-95%;Double Fine Productions;BANDAI NAMCO Entertainment America Inc.;['Un solo jugador', 'Acción'];20 agosto 2019;8;1;En stock;Descarga digital;False
Northgard: Nidhogg, Clan of the Dragon;3.69€;-18%;Shiro Games;Shiro Unlimited;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];4 diciembre 2018;;0;En stock;Descarga digital;False
My Friend Pedro;3.47€;-82%;DeadToast Entertainment;Devolver Digital;['Un solo jugador', 'Acción', 'Indies'];20 junio 2019;10;4;En stock;Descarga digital;False
Sword Art Online Re: Hollow Fragment;3.06€;-85%;AQURIA Co., Ltd.;BANDAI NAMCO Entertainment;['Un solo jugador', 'RPG'];21 agosto 2018;7;1;En stock;Descarga digital;False
Dead by Daylight: Spark of Madness;5.25€;-25%;Behaviour Interactive Inc.;Behaviour Interactive Inc.;['Multijugador multiplataforma', 'Acción', '\nDLC\n'];11 mayo 2017;8;5;En stock;Descarga digital;False
Dead by Daylight: Ash vs Evil Dead;4.10€;-18%;Behaviour Interactive Inc.;Behaviour Interactive Inc.;['PvP online', 'Acción', '\nDLC\n'];2 abril 2019;8;1;Fuera de stock;;False
Baba Is You;6.38€;-49%;Hempuli Oy;Hempuli Oy;['Un solo jugador', 'Indies'];13 marzo 2019;9;2;En stock;Descarga digital;False
Flashing Lights - Police Fire EMS;10.44€;-58%;Nils Jakrins;Excalibur Games;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Simulación', 'Early Access', '\nGeForce Now\n'];7 junio 2018;8;17;En stock;Descarga digital;False
The Escapists 2 Season Pass;2.20€;-78%;Mouldy Toof Studios;Mouldy Toof Studios;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];22 agosto 2017;10;1;En stock;Descarga digital;False
Dirt Showdown;1.32€;-91%;;;['Acción', 'Carreras', 'Deporte'];24 mayo 2012;9;33;En stock;Descarga digital;False
Metal Gear Survive;5.53€;-86%;Konami Digital Entertainment;Konami Digital Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'Estrategia'];22 febrero 2018;6;25;Fuera de stock;;False
Dishonored - Europe;1.90€;-81%;Arkane Studios;Bethesda Softworks;['Un solo jugador', 'Acción', 'Aventura'];9 octubre 2012;10;62;En stock;Descarga digital;False
Two Worlds II;1.00€;-95%;Reality Pump Studios;Topware Interactive, ACE;['Un solo jugador', 'RPG'];3 febrero 2011;6;7;En stock;Descarga digital;False
The Case of the Golden Idol;8.18€;-55%;Color Gray Games;Playstack;['Un solo jugador', 'Aventura', 'Indies'];13 octubre 2022;10;1;En stock;Descarga digital;False
Quantum Break;9.66€;-74%;Remedy Entertainment;Xbox Game Studios;['Un solo jugador', 'Acción'];29 septiembre 2016;9;63;En stock;Descarga digital;False
The Quarry - Deluxe Edition - Europe;27.08€;-61%;Supermassive Games;2K Games;['Un solo jugador', 'Aventura'];10 junio 2022;8;55;En stock;Descarga digital;False
Dead by Daylight - Hour of the Witch Chapter;4.62€;-7%;Behaviour Interactive Inc.;Behaviour Interactive Inc.;['PvP online', 'Acción', '\nDLC\n'];19 octubre 2021;10;1;En stock;Descarga digital;False
MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers;5.58€;-72%;Piranha Games Inc.;Fireshine Games;['Un solo jugador', 'Acción', 'Simulación', '\nDLC\n'];23 septiembre 2021;;0;En stock;Descarga digital;False
Monster Hunter Stories 2: Wings of Ruin Deluxe Edition;18.07€;-64%;;;['Aventura', 'RPG', 'Un solo jugador'];9 julio 2021;10;20;En stock;Descarga digital;False
Shadow Warrior 2;3.43€;-88%;Flying Wild Hog;Devolver Digital;['Un solo jugador', 'Acción', 'Aventura', '\nGeForce Now\n'];13 octubre 2016;9;27;En stock;Descarga digital;False
Not For Broadcast;3.98€;-84%;NotGames;tinyBuild;['Un solo jugador', 'Aventura', 'Indies', 'Simulación'];25 enero 2022;9;5;En stock;Descarga digital;False
Crusader Kings III: Northern Lords;3.98€;-69%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'RPG', 'Simulación', 'Estrategia', '\nDLC\n'];16 marzo 2021;;0;En stock;Descarga digital;False
Age of Wonders III Collection - Europe;4.52€;-93%;Triumph Studios;Paradox Interactive;['Un solo jugador', 'RPG', 'Estrategia'];31 marzo 2014;10;5;En stock;Descarga digital;False
Ghostwire: Tokyo - Europe;19.75€;-67%;Tango Gameworks;Bethesda Softworks;['Un solo jugador', 'Acción'];25 marzo 2022;10;19;Fuera de stock;;False
Drake Hollow;3.86€;-85%;The Molasses Flood;CD PROJEKT RED;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];1 octubre 2020;10;5;En stock;Descarga digital;False
Port Royale 4;6.87€;-83%;Gaming Minds;Kalypso Media;['Un solo jugador', 'Simulación', 'Estrategia', '\nGeForce Now\n'];25 septiembre 2020;5;2;En stock;Descarga digital;False
Old World;21.98€;-45%;Mohawk Games;Hooded Horse;['Un solo jugador', 'Simulación', 'Estrategia'];19 mayo 2022;;0;En stock;Descarga digital;False
TT Isle Of Man – Ride on the Edge 2;5.96€;-80%;KT Racing;Nacon;['Un solo jugador', 'Acción', 'Carreras', 'RPG', 'Simulación', 'Deporte', '\nGeForce Now\n'];19 marzo 2020;9;8;En stock;Descarga digital;False
The Walking Dead: Saints & Sinners Tourist Edition;13.72€;-60%;Skydance Interactive;Skydance Interactive;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Estrategia'];23 enero 2020;10;11;En stock;Descarga digital;False
Panzer Corps 2;8.45€;-75%;Flashback Games;Slitherine Ltd.;['Un solo jugador', 'Estrategia', '\nGeForce Now\n'];19 marzo 2020;9;1;En stock;Descarga digital;False
Syberia 3;1.74€;-94%;Microids;Microids;['Un solo jugador', 'Aventura', '\nGeForce Now\n'];20 abril 2017;8;57;En stock;Descarga digital;False
Empire of Sin - Europe;4.63€;-88%;Romero Games;Paradox Interactive;['Un solo jugador', 'RPG', 'Estrategia', '\nGeForce Now\n'];1 diciembre 2020;7;14;En stock;Descarga digital;False
Borderlands: The Pre-Sequel Season Pass;2.41€;-92%;2K Australia;Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];24 marzo 2015;9;11;En stock;Descarga digital;False
Monster Prom;2.01€;-83%;Beautiful Glitch;Those Awesome Guys;['Un solo jugador', 'Indies', 'Simulación', '\nGeForce Now\n'];27 abril 2018;8;2;En stock;Descarga digital;False
Overcooked! 2 - Surf 'n' Turf;1.72€;-66%;Ghost Town Games Ltd.;Team17 Digital Ltd;['Un solo jugador', 'Acción', 'Indies', '\nDLC\n'];3 octubre 2018;;0;Fuera de stock;;False
The Dungeon Of Naheulbeuk: The Amulet Of Chaos;6.52€;-81%;Artefacts Studio;E-Home Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Estrategia', '\nGeForce Now\n'];17 septiembre 2020;10;9;Fuera de stock;;False
Kerbal Space Program: Breaking Ground;6.00€;-60%;Squad;Private Division;['Un solo jugador', 'Indies', 'Simulación', '\nDLC\n'];30 mayo 2019;;0;En stock;Descarga digital;False
Circuit Superstars;10.40€;-48%;Original Fire Games;Square Enix;['Un solo jugador', 'Acción', 'Indies', 'Carreras', 'Simulación', 'Deporte'];12 octubre 2021;10;1;En stock;Descarga digital;False
Scribblenauts Unmasked: A DC Comics Adventure;1.72€;-91%;5th Cell Media;Warner Bros. Interactive Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'Estrategia'];24 septiembre 2013;;0;En stock;Descarga digital;False
BattleTech Mercenary Collection;6.18€;-93%;Harebrained Schemes;Paradox Interactive;['Un solo jugador', 'Acción', 'Aventura', 'Estrategia'];24 abril 2018;9;17;En stock;Descarga digital;False
Fell Seal: Arbiter's Mark;1.28€;-96%;6 Eyes Studio;Fulqrum Publishing;['Un solo jugador', 'Indies', 'RPG', 'Estrategia'];30 abril 2019;10;4;En stock;Descarga digital;False
NBA 2K Playgrounds 2;6.61€;-78%;Saber Interactive;2K;['Un solo jugador', 'Deporte'];16 octubre 2018;10;5;En stock;Descarga digital;False
Assetto Corsa: Dream Pack 2;1.92€;-73%;Kunos Simulazioni;Kunos Simulazioni;['Un solo jugador', 'Indies', 'Carreras', 'Simulación', 'Deporte', '\nDLC\n'];8 octubre 2015;9;3;Fuera de stock;;False
Dungeon of the Endless - Pixel Edition;1.26€;-89%;AMPLITUDE Studios;SEGA;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia'];27 octubre 2014;7;6;En stock;Descarga digital;False
Furi;3.05€;-85%;The Game Bakers;The Game Bakers;['Un solo jugador', 'Acción', '\nGeForce Now\n'];5 julio 2016;9;14;En stock;Descarga digital;False
TrackMania² Stadium;4.91€;-51%;Nadeo;Ubisoft;['Un solo jugador', 'Carreras', 'Deporte', '\nGeForce Now\n'];27 febrero 2013;9;32;En stock;Descarga digital;False
Prey;5.39€;-82%;Arkane Studios;Bethesda Softworks;['Un solo jugador', 'Acción', 'Aventura'];4 mayo 2017;9;135;Fuera de stock;;False
Pro Evolution Soccer 2017 - Europe;12.58€;-37%;;;['Cooperación', 'Multijugador', 'Deporte'];14 septiembre 2016;8;86;En stock;Descarga digital;False
FIFA 23 Ultimate Edition;65.95€;-27%;EA Canada & EA Romania;Electronic Arts;['Un solo jugador', 'Simulación', 'Deporte'];29 septiembre 2022;5;369;En stock;Descarga digital;False
Session: Skate Sim Supporter Edition;15.28€;-69%;;;['Indies', 'Simulación', 'Deporte', 'Estrategia', 'Un solo jugador'];22 septiembre 2022;7;9;En stock;Descarga digital;False
Borderlands 2 GOTY;6.00€;-87%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG'];21 septiembre 2012;10;386;En stock;Descarga digital;False
Agatha Christie - The ABC Murders;1.00€;-93%;Tower Five;Microids;['Un solo jugador', 'Aventura'];4 febrero 2016;9;25;En stock;Descarga digital;False
Supreme Commander 2;3.01€;-77%;Gas Powered Games;Square Enix;['Un solo jugador', 'Estrategia', '\nGeForce Now\n'];2 marzo 2010;9;17;En stock;Descarga digital;False
Alan Wake;2.44€;-80%;Remedy Entertainment;Remedy Entertainment;['Un solo jugador', 'Acción', 'Aventura', '\nGeForce Now\n'];16 febrero 2012;10;83;En stock;Descarga digital;False
Endless Space 2 Definitive Edition;17.61€;-81%;AMPLITUDE Studios;SEGA;['Un solo jugador', 'Estrategia'];18 mayo 2017;10;1;Fuera de stock;;False
Nobody Saves the World;16.21€;-34%;DrinkBox Studios;DrinkBox Studios;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];18 enero 2022;;0;En stock;Descarga digital;False
People Playground;8.15€;;mestiez;Studio Minus;['Un solo jugador', 'Acción', 'Indies', 'Simulación', '\nGeForce Now\n'];23 julio 2019;10;15;En stock;Descarga digital;False
Insurgency: Sandstorm - Gold Edition;33.07€;-53%;;;['Acción'];28 septiembre 2021;9;83;En stock;Descarga digital;False
The town of light;1.70€;-91%;LKA;Wired Productions;['Un solo jugador', 'Aventura', 'Indies'];26 febrero 2016;9;4;En stock;Descarga digital;False
Mordheim: City of the Damned - Undead;1.14€;-89%;Rogue Factor;Nacon;['Un solo jugador', 'RPG', 'Estrategia', '\nDLC\n'];25 octubre 2016;;0;En stock;Descarga digital;False
Star Wars Jedi Knight Collection;3.97€;-82%;;;['Acción', 'Un solo jugador'];;;0;En stock;Descarga digital;False
Black Skylands;3.00€;-85%;Hungry Couch Games;tinyBuild;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Early Access', '\nGeForce Now\n'];9 julio 2021;10;2;En stock;Descarga digital;False
Warhammer 40,000: Gladius - Tyranids;6.75€;-46%;Proxy Studios;Slitherine Ltd.;['Un solo jugador', 'Estrategia', '\nDLC\n'];15 enero 2019;;0;En stock;Descarga digital;False
Blue Fire;1.42€;-92%;Robi Studios;Graffiti Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', '\nGeForce Now\n'];4 febrero 2021;9;12;Fuera de stock;;False
Rogue Heroes: Ruins of Tasos;2.26€;-89%;Heliocentric Studios;Team17 Digital;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', '\nGeForce Now\n'];23 febrero 2021;9;1;En stock;Descarga digital;False
Sam & Max Save the World;1.98€;-88%;Skunkape Games;Skunkape Games;['Un solo jugador', 'Aventura', 'Indies'];2 diciembre 2020;10;1;En stock;Descarga digital;False
The Battle of Polytopia;1.81€;-86%;Midjiwan AB;Midjiwan AB;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación', 'Estrategia'];4 agosto 2020;10;2;En stock;Descarga digital;False
Pharaoh: A New Era;17.32€;-25%;Triskell Interactive;Dotemu;['Un solo jugador', 'Simulación', 'Estrategia'];15 febrero 2023;9;5;Fuera de stock;;False
Total War: Rome II - Wrath of Sparta;5.53€;-67%;CREATIVE ASSEMBLY;SEGA;['Un solo jugador', 'Estrategia', '\nDLC\n'];16 diciembre 2014;8;8;En stock;Descarga digital;False
Roguebook;3.79€;-85%;Abrakam Entertainment SA;Nacon;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia', '\nGeForce Now\n'];17 junio 2021;10;2;En stock;Descarga digital;False
Sonic & All-Stars Racing Transformed Collection;8.41€;-58%;Sumo Digital;SEGA;['Un solo jugador', 'Carreras', 'Deporte'];31 enero 2013;9;10;En stock;Descarga digital;False
Prison Architect - Island Bound;4.19€;-58%;Double Eleven;Paradox Interactive;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];23 junio 2020;;0;En stock;Descarga digital;False
Jurassic World Evolution: Cretaceous Dinosaur Pack;1.78€;-64%;Frontier Developments;Frontier Developments;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];13 diciembre 2018;;0;En stock;Descarga digital;False
Cultist Simulator;4.63€;-77%;Weather Factory;Weather Factory;['Un solo jugador', 'Indies', 'RPG', 'Simulación', '\nGeForce Now\n'];31 mayo 2018;10;1;En stock;Descarga digital;False
Warsaw - Europe;1.00€;-95%;Pixelated Milk;gaming company;['Un solo jugador', 'Indies', 'RPG'];2 octubre 2019;;0;En stock;Descarga digital;False
Risen;2.66€;-82%;Piranha Bytes;THQ Nordic;['Un solo jugador', 'RPG'];30 octubre 2009;9;2;En stock;Descarga digital;False
Forts;12.50€;-17%;EarthWork Games;EarthWork Games;['Un solo jugador', 'Acción', 'Indies', 'Estrategia', '\nGeForce Now\n'];19 abril 2017;10;6;En stock;Descarga digital;False
Ultimate Fishing Simulator;2.22€;-89%;Bit Golem;Ultimate Games S.A.;['Un solo jugador', 'Simulación', 'Deporte', '\nGeForce Now\n'];30 agosto 2018;10;1;En stock;Descarga digital;False
Rage 2 Deluxe Edition - Europe;12.40€;-79%;id Software;Bethesda Softworks;['Un solo jugador', 'Acción'];14 mayo 2019;7;66;En stock;Descarga digital;False
Europa Universalis IV: Monuments to Power Pack;1.22€;-86%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];20 diciembre 2017;;0;En stock;Descarga digital;False
Company of Heroes 2: The Western Front Armies;2.98€;-77%;Feral Interactive (Linux);Feral Interactive (Linux);['Estrategia'];23 junio 2014;8;7;En stock;Descarga digital;False
Sniper Ghost Warrior Contracts;5.57€;-81%;Underdog Studio;CI Games;['Un solo jugador', 'Acción', '\nGeForce Now\n'];22 noviembre 2019;7;21;En stock;Descarga digital;False
The Final Station;2.22€;-85%;DO MY BEST;tinyBuild;['Un solo jugador', 'Acción', 'Aventura', 'Indies', '\nGeForce Now\n'];30 agosto 2016;8;5;En stock;Descarga digital;False
Quake 2;1.49€;-70%;id Software;id Software;['Un solo jugador', 'Acción'];11 noviembre 1997;10;4;En stock;Descarga digital;False
Dead by Daylight - the Saw Chapter;6.42€;-8%;Behaviour Digital Inc.;Behaviour Digital Inc.;['PvP online', 'Acción', '\nDLC\n'];23 enero 2018;9;7;En stock;Descarga digital;False
Street Fighter 30th Anniversary Collection - Europe;6.49€;-78%;Digital Eclipse;CAPCOM U.S.A., INC.;['Un solo jugador', 'Acción'];29 mayo 2018;9;7;En stock;Descarga digital;False
Deponia;1.00€;-90%;Daedalic Entertainment;Daedalic Entertainment;['Un solo jugador', 'Aventura', 'Indies'];7 agosto 2012;10;8;Fuera de stock;;False
Sonic Mania;6.09€;-70%;PagodaWest Games;SEGA;['Un solo jugador', 'Acción', 'Aventura'];29 agosto 2017;9;13;En stock;Descarga digital;False
Miscreated;6.04€;-76%;Entrada Interactive LLC;Entrada Interactive LLC;['MMO', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Estrategia'];18 diciembre 2018;9;26;En stock;Descarga digital;False
Tomb Raider;7.50€;-58%;Nixxes;Feral Interactive (Mac);['Un solo jugador', 'Acción', 'Aventura', '\nGeForce Now\n'];5 marzo 2013;9;159;En stock;Descarga digital;False
WRC 6: World Rally Championship;1.34€;-91%;KT Racing;Nacon;['Un solo jugador', 'Carreras'];7 octubre 2016;8;19;Fuera de stock;;False
Crypt of the NecroDancer;2.30€;-84%;Brace Yourself Games;Brace Yourself Games;['Un solo jugador', 'Acción', 'Indies', 'RPG'];23 abril 2015;;0;Fuera de stock;;False
